db_index,method,ratio,result,time,error,timeperformance,lam_1,lam_01,lam_001
22,random,0.3,1246.0,15.36,81035.2298418,0.279272727273,81035.5091146,81035.2577691,81035.2326346
22,random,0.4,9181.0,17.8,13954.0286874,0.323636363636,13954.3523238,13954.061051,13954.0319238
22,random,0.5,43766.0,28.62,14558.884775,0.520363636364,14559.4051386,14558.9368113,14558.8899786
22,random,0.6,157167.0,25.47,8360.48497273,0.463090909091,8360.94806364,8360.53128182,8360.48960364
22,random,0.7,459449.0,31.8,16852.4200252,0.578181818182,16852.998207,16852.4778434,16852.425807
22,random,0.8,1169215.0,41.42,12981.4431994,0.753090909091,12982.1962903,12981.5185085,12981.4507303
22,random,0.9,2672961.0,44.25,3744.99419788,0.804545454545,3745.79874334,3745.07465243,3745.00224334
23,random,0.3,1232.0,12.64,89347.8452369,0.234074074074,89348.079311,89347.8686443,89347.8475776
23,random,0.4,8966.0,13.23,72344.0310654,0.245,72344.2760654,72344.0555654,72344.0335154
23,random,0.5,43631.0,15.42,40170.0238858,0.285555555556,40170.3094413,40170.0524413,40170.0267413
23,random,0.6,154080.0,17.38,29459.1978049,0.321851851852,29459.5196567,29459.2299901,29459.2010234
23,random,0.7,454260.0,19.77,7762.48097752,0.366111111111,7762.84708863,7762.51758863,7762.48463863
23,random,0.8,1156423.0,26.14,1969.48559848,0.484074074074,1969.96967255,1969.53400588,1969.49043922
23,random,0.9,2633077.0,29.66,7641.13380084,0.549259259259,7641.6830601,7641.18872676,7641.13929343
24,random,0.2,73.0,7.54,432480.225308,0.327826086957,432480.553134,432480.258091,432480.228586
24,random,0.3,1111.0,7.92,400552.478849,0.344347826087,400552.823197,400552.513284,400552.482292
24,random,0.4,8995.0,8.63,4792.21576701,0.375217391304,4792.5909844,4792.25328875,4792.21951919
24,random,0.5,43545.0,9.56,88803.6842178,0.415652173913,88804.0998699,88803.725783,88803.6883743
24,random,0.6,154501.0,10.52,45066.4197686,0.457391304348,45066.8771599,45066.4655077,45066.4243425
24,random,0.7,443051.0,11.22,83849.3301228,0.487826086957,83849.8179489,83849.3789054,83849.335001
24,random,0.8,1142418.0,12.07,9052.99723063,0.524782608696,9053.52201324,9053.04970889,9053.00247846
24,random,0.9,2614276.0,13.54,12668.5767722,0.588695652174,12669.1654679,12668.6356418,12668.5826592
25,random,0.3,1249.0,20.1,134165.312257,0.340677966102,134165.652935,134165.346325,134165.315664
25,random,0.4,9199.0,18.18,36459.8831396,0.30813559322,36460.1912752,36459.9139532,36459.886221
25,random,0.5,43315.0,27.56,32372.6195455,0.467118644068,32373.0866641,32372.6662573,32372.6242167
25,random,0.6,156551.0,24.43,25975.9020148,0.41406779661,25976.3160826,25975.9434216,25975.9061555
25,random,0.7,458107.0,30.79,6413.75210855,0.52186440678,6414.27397296,6413.80429499,6413.75732719
25,random,0.8,1156347.0,37.6,34711.1572075,0.637288135593,34711.7944956,34711.2209363,34711.1635804
25,random,0.9,2646562.0,33.9,11866.0307254,0.574576271186,11866.6053016,11866.088183,11866.0364711
26,random,0.3,1225.0,12.64,23307.6529344,0.243076923077,23307.8960113,23307.6772421,23307.6553652
26,random,0.4,9214.0,14.5,43675.9763288,0.278846153846,43676.2551749,43676.0042134,43675.9791172
26,random,0.5,43555.0,17.69,3742.3460534,0.340192307692,3742.68624571,3742.38007263,3742.34945533
26,random,0.6,155223.0,19.78,23091.9391671,0.380384615385,23092.3195517,23091.9772056,23091.942971
26,random,0.7,458420.0,24.24,8328.66501626,0.466153846154,8329.1311701,8328.71163164,8328.66967779
26,random,0.8,1161661.0,27.54,11295.6975992,0.529615384615,11296.2272146,11295.7505608,11295.7028954
26,random,0.9,2654023.0,33.87,1838.66479161,0.651346153846,1839.31613776,1838.72992622,1838.67130507
27,random,0.3,1188.0,10.69,96772.3635216,0.260731707317,96772.6242533,96772.3895947,96772.3661289
27,random,0.4,8941.0,12.92,73807.519714,0.31512195122,73807.8348359,73807.5512262,73807.5228652
27,random,0.5,43657.0,14.19,57159.5451807,0.346097560976,57159.8912783,57159.5797905,57159.5486417
27,random,0.6,155269.0,15.78,26480.8218979,0.38487804878,26481.206776,26480.8603857,26480.8257467
27,random,0.7,455791.0,17.38,24450.6169832,0.423902439024,24451.0408856,24450.6593734,24450.6212222
27,random,0.8,1154815.0,21.4,4063.304569,0.521951219512,4063.82652022,4063.35676412,4063.30978851
27,random,0.9,2626842.0,25.7,6974.0846852,0.626829268293,6974.71151447,6974.14736813,6974.0909535
28,random,0.2,60.0,8.63,677535.239473,0.308214285714,677535.547687,677535.270294,677535.242555
28,random,0.3,1208.0,9.56,23300.8140859,0.341428571429,23301.1555145,23300.8482288,23300.8175002
28,random,0.4,9207.0,9.16,70023.3995072,0.327142857143,70023.72665,70023.4322214,70023.4027786
28,random,0.5,43837.0,9.93,62688.0002998,0.354642857143,62688.3549426,62688.0357641,62688.0038462
28,random,0.6,154332.0,11.08,24167.5502312,0.395714285714,24167.9459455,24167.5898026,24167.5541884
28,random,0.7,453127.0,11.37,25137.9995859,0.406071428571,25138.4056574,25138.0401931,25138.0036466
28,random,0.8,1163809.0,12.87,29515.284192,0.459642857143,29515.7438348,29515.3301562,29515.2887884
28,random,0.9,2642758.0,15.13,8907.6621112,0.540357142857,8908.20246834,8907.71614691,8907.66751477
29,random,0.3,1276.0,13.81,257328.053995,0.222741935484,257328.276737,257328.07627,257328.056223
29,random,0.4,9109.0,14.97,17519.6759954,0.241451612903,17519.917447,17519.7001405,17519.6784099
29,random,0.5,43617.0,17.28,6565.66626538,0.278709677419,6565.94497506,6565.69413635,6565.66905248
29,random,0.6,156022.0,19.9,7731.14976691,0.320967741935,7731.47073465,7731.18186368,7731.15297658
29,random,0.7,458829.0,23.71,15706.3659084,0.382419354839,15706.7483278,15706.4041504,15706.3697326
29,random,0.8,1163918.0,29.17,1872.99742066,0.470483870968,1873.46790453,1873.04446905,1873.0021255
29,random,0.9,2652474.0,35.61,1032.53393036,0.57435483871,1033.1082852,1032.59136585,1032.53967391
30,random,0.3,1218.0,11.73,42816.5393681,0.225576923077,42816.764945,42816.5619258,42816.5416238
30,random,0.4,9241.0,12.78,25699.3440693,0.245769230769,25699.5898385,25699.3686462,25699.3465269
30,random,0.5,43425.0,14.36,54601.9525283,0.276153846154,54602.2286821,54601.9801437,54601.9552898
30,random,0.6,155086.0,15.45,62297.6840782,0.297115384615,62297.9811936,62297.7137897,62297.6870494
30,random,0.7,458657.0,19.56,23140.1708971,0.376153846154,23140.5470509,23140.2085125,23140.1746586
30,random,0.8,1165199.0,23.54,28795.9324329,0.452692307692,28796.3851252,28795.9777021,28795.9369598
30,random,0.9,2663478.0,28.93,12757.4008681,0.556346153846,12757.9572143,12757.4565027,12757.4064316
31,random,0.3,1213.0,12.75,6837.676727,0.265625,6837.942352,6837.7032895,6837.67938325
31,random,0.4,9245.0,14.58,86807.102253,0.30375,86807.406003,86807.132628,86807.1052905
31,random,0.5,43159.0,16.99,29725.7473153,0.353958333333,29726.1012737,29725.7827112,29725.7508549
31,random,0.6,154880.0,19.72,10934.5705868,0.410833333333,10934.9814202,10934.6116702,10934.5746952
31,random,0.7,453563.0,23.27,26103.5458231,0.484791666667,26104.0306148,26103.5943023,26103.550671
31,random,0.8,1160775.0,26.81,8834.97285373,0.558541666667,8835.5313954,8835.0287079,8834.97843915
31,random,0.9,2637835.0,32.48,7612.98619734,0.676666666667,7613.66286401,7613.05386401,7612.99296401
32,random,0.2,75.0,7.88,497281.450659,0.291851851852,497281.742511,497281.479844,497281.453577
32,random,0.3,1207.0,9.75,60856.8415577,0.361111111111,60857.2026688,60856.8776688,60856.8451688
32,random,0.4,9277.0,9.23,79424.1677232,0.341851851852,79424.5095751,79424.2019084,79424.1711418
32,random,0.5,43510.0,10.21,11887.7098332,0.378148148148,11888.0879813,11887.747648,11887.7136146
32,random,0.6,157062.0,11.13,39836.9651504,0.412222222222,39837.3773726,39837.0063726,39836.9692726
32,random,0.7,460704.0,11.31,33543.5374801,0.418888888889,33543.956369,33543.579369,33543.541669
32,random,0.8,1174720.0,12.81,48423.9542683,0.474444444444,48424.4287127,48424.0017127,48423.9590127
32,random,0.9,2652676.0,14.08,3399.71369135,0.521481481481,3400.23517283,3399.7658395,3399.71890616
33,random,0.2,74.0,7.0,593799.337983,0.291666666667,593799.62965,593799.36715,593799.3409
33,random,0.3,1242.0,7.69,275119.119955,0.320416666667,275119.440371,275119.151996,275119.123159
33,random,0.4,8805.0,8.77,29539.2979624,0.365416666667,29539.663379,29539.334504,29539.3016165
33,random,0.5,42980.0,8.45,97790.8945385,0.352083333333,97791.2466218,97790.9297468,97790.8980593
33,random,0.6,149652.0,9.12,46461.7194568,0.38,46462.0994568,46461.7574568,46461.7232568
33,random,0.7,446085.0,9.53,33665.0109698,0.397083333333,33665.4080531,33665.0506781,33665.0149406
33,random,0.8,1138049.0,10.41,50952.6440888,0.43375,50953.0778388,50952.6874638,50952.6484263
33,random,0.9,2569047.0,10.57,967.28618671,0.440416666667,967.726603377,967.330228377,967.290590877
34,random,0.3,1214.0,16.13,27017.6492552,0.227183098592,27017.8764383,27017.6719735,27017.651527
34,random,0.4,9034.0,19.91,65767.1419412,0.280422535211,65767.4223637,65767.1699834,65767.1447454
34,random,0.5,43424.0,22.83,20766.0495012,0.321549295775,20766.3710505,20766.0816561,20766.0527167
34,random,0.6,155029.0,28.52,30360.3662675,0.401690140845,30360.7679576,30360.4064365,30360.3702844
34,random,0.7,455468.0,33.49,27770.3155063,0.471690140845,27770.7871964,27770.3626753,27770.3202232
34,random,0.8,1164936.0,42.66,3915.49344647,0.600845070423,3916.09429155,3915.55353098,3915.49945493
34,random,0.9,2653368.0,43.1,97.1013867566,0.607042253521,97.7084290102,97.162090982,97.1074571792
35,random,0.3,1259.0,10.63,230802.586975,0.253095238095,230802.84007,230802.612285,230802.589506
35,random,0.4,8953.0,12.14,61374.2451626,0.289047619048,61374.5342103,61374.2740674,61374.2480531
35,random,0.5,42808.0,12.84,45583.7847975,0.305714285714,45584.0905118,45583.8153689,45583.7878546
35,random,0.6,154294.0,14.53,3007.00502407,0.345952380952,3007.35097645,3007.0396193,3007.00848359
35,random,0.7,453973.0,16.58,7611.25702723,0.394761904762,7611.65178914,7611.29650342,7611.26097485
35,random,0.8,1154553.0,20.01,7978.48928534,0.476428571429,7978.96571391,7978.5369282,7978.49404963
35,random,0.9,2625950.0,23.23,3674.47637548,0.553095238095,3675.02947072,3674.531685,3674.48190643
36,random,0.3,1223.0,10.99,22767.4020092,0.249772727273,22767.6517819,22767.4269864,22767.4045069
36,random,0.4,9361.0,12.83,95756.0895825,0.291590909091,95756.3811735,95756.1187416,95756.0924985
36,random,0.5,43957.0,14.23,10357.6370458,0.323409090909,10357.9604549,10357.6693867,10357.6402799
36,random,0.6,156986.0,16.31,2569.05556465,0.370681818182,2569.42624647,2569.09263283,2569.05927147
36,random,0.7,457071.0,18.04,44989.8765572,0.41,44990.2865572,44989.9175572,44989.8806572
36,random,0.8,1177277.0,20.77,26025.3003763,0.472045454545,26025.7724218,26025.3475809,26025.3050968
36,random,0.9,2662033.0,25.52,18430.391891,0.58,18430.971891,18430.449891,18430.397691
37,random,0.3,1224.0,11.93,14100.6254626,0.229423076923,14100.8548857,14100.6484049,14100.6277568
37,random,0.4,9061.0,13.55,53698.7742007,0.260576923077,53699.0347776,53698.8002584,53698.7768064
37,random,0.3,1234.0,11.91,59510.9001805,0.229038461538,59511.1292189,59510.9230843,59510.9024708
37,random,0.4,9158.0,13.3,5077.3617559,0.255769230769,5077.61752513,5077.38733282,5077.36431359
37,random,0.5,43494.0,16.35,16161.2613993,0.314423076923,16161.5758224,16161.2928416,16161.2645435
37,random,0.6,155039.0,19.33,34296.9834273,0.371730769231,34297.355158,34297.0206003,34296.9871446
37,random,0.7,458858.0,23.74,8963.32269541,0.456538461538,8963.77923387,8963.36834925,8963.32726079
