Error occurred
0 randomEdge 0.1 5534 9.620000000000001 0.04
0 randomWalk 0.1 863 7.23 8.2
Error occurred
0 randomEdge 0.2 44127 9.63 0.04
0 randomWalk 0.2 3915 14.51 9.15
0 random 0.3 1199 9.66 0.12
0 randomEdge 0.3 147464 12.11 0.04
0 randomWalk 0.3 11478 15.280000000000001 7.6000000000000005
0 random 0.4 9040 10.05 0.06
0 randomEdge 0.4 351343 12.42 0.04
0 randomWalk 0.4 21575 25.29 8.31
0 random 0.5 42976 10.58 0.04
0 randomEdge 0.5 686211 14.19 0.04
0 randomWalk 0.5 33608 20.740000000000002 9.17
0 random 0.6 155488 12.72 0.04
0 randomEdge 0.6 1179241 15.4 0.04
0 randomWalk 0.6 48556 24.03 8.78
0 random 0.7 452883 13.290000000000001 0.06
0 randomEdge 0.7 1877270 14.08 0.04
0 randomWalk 0.7 65486 23.85 8.74
0 random 0.8 1142904 16.42 0.04
0 randomEdge 0.8 2792704 15.82 0.04
0 randomWalk 0.8 85970 26.38 8.55
0 random 0.9 2602160 17.93 0.07
0 randomEdge 0.9 3975449 19.04 0.05
0 randomWalk 0.9 110927 26.72 8.68
Error occurred
1 randomEdge 0.1 5449 8.56 0.04
1 randomWalk 0.1 860 6.32 7.3100000000000005
Error occurred
1 randomEdge 0.2 44038 9.18 0.04
1 randomWalk 0.2 4538 10.16 8.07
1 random 0.3 1229 8.69 0.04
1 randomEdge 0.3 147360 10.39 0.04
1 randomWalk 0.3 13516 13.23 7.54
1 random 0.4 8887 9.620000000000001 0.06
1 randomEdge 0.4 348776 11.13 0.04
1 randomWalk 0.4 23443 16.59 7.88
1 random 0.5 43120 10.24 0.04
1 randomEdge 0.5 679427 12.52 0.04
1 randomWalk 0.5 38537 17.89 7.67
1 random 0.6 151366 11.17 0.06
1 randomEdge 0.6 1172952 13.25 0.04
1 randomWalk 0.6 53002 17.28 7.6000000000000005
1 random 0.7 444668 12.11 0.04
1 randomEdge 0.7 1852152 13.77 0.04
1 randomWalk 0.7 62202 16.82 7.7
1 random 0.8 1137598 13.700000000000001 0.04
1 randomEdge 0.8 2762435 14.81 0.04
1 randomWalk 0.8 84898 22.35 7.46
1 random 0.9 2588481 14.91 0.04
1 randomEdge 0.9 3930336 15.76 0.04
1 randomWalk 0.9 108836 19.44 7.8500000000000005
Error occurred
2 randomEdge 0.1 5577 8.47 0.04
2 randomWalk 0.1 877 4.94 7.24
Error occurred
2 randomEdge 0.2 43664 9.0 0.04
2 randomWalk 0.2 3343 6.37 6.82
2 random 0.3 1195 8.13 0.04
2 randomEdge 0.3 148186 9.39 0.04
2 randomWalk 0.3 12292 9.13 7.33
2 random 0.4 8981 9.31 0.04
2 randomEdge 0.4 349040 10.43 0.04
2 randomWalk 0.4 22942 10.66 7.61
2 random 0.5 42659 8.870000000000001 0.04
2 randomEdge 0.5 677593 10.67 0.04
2 randomWalk 0.5 35333 15.26 6.87
2 random 0.6 152851 9.75 0.04
2 randomEdge 0.6 1171036 11.53 0.04
2 randomWalk 0.6 49796 16.98 6.97
2 random 0.7 443353 11.13 0.05
2 randomEdge 0.7 1856814 12.51 0.04
2 randomWalk 0.7 65064 18.18 6.93
2 random 0.8 1137384 11.22 0.04
2 randomEdge 0.8 2760187 13.26 0.05
2 randomWalk 0.8 85008 20.89 7.24
2 random 0.9 2578863 12.73 0.05
2 randomEdge 0.9 3919316 13.46 0.06
2 randomWalk 0.9 116569 16.04 6.8
Error occurred
3 randomEdge 0.1 5389 14.56 0.04
3 randomWalk 0.1 1049 50.29 11.27
Error occurred
3 randomEdge 0.2 44145 18.51 0.03
3 randomWalk 0.2 4834 153.63 12.48
3 random 0.3 1188 15.24 0.04
3 randomEdge 0.3 149479 21.62 0.04
3 randomWalk 0.3 11748 166.32 12.44
3 random 0.4 9192 16.43 0.07
3 randomEdge 0.4 353112 24.38 0.04
3 randomWalk 0.4 21369 211.22 12.67
3 random 0.5 43505 19.26 0.04
3 randomEdge 0.5 690628 26.71 0.03
3 randomWalk 0.5 30018 248.43 13.4
3 random 0.6 154423 23.54 0.05
3 randomEdge 0.6 1192480 30.88 0.05
3 randomWalk 0.6 50410 296.45 13.42
3 random 0.7 453595 27.650000000000002 0.05
3 randomEdge 0.7 1893518 37.81 0.04
3 randomWalk 0.7 68682 368.59000000000003 13.64
3 random 0.8 1157419 35.88 0.04
3 randomEdge 0.8 2824089 40.910000000000004 0.04
3 randomWalk 0.8 83620 386.5 14.94
3 random 0.9 2641859 36.67 0.04
3 randomEdge 0.9 4016228 45.28 0.04
3 randomWalk 0.9 114193 394.26 14.52
Error occurred
4 randomEdge 0.1 5472 10.76 0.04
4 randomWalk 0.1 978 19.39 8.34
Error occurred
4 randomEdge 0.2 44091 11.59 0.04
4 randomWalk 0.2 4387 18.93 8.07
4 random 0.3 1206 10.44 0.05
4 randomEdge 0.3 148493 11.66 0.04
4 randomWalk 0.3 11310 28.62 8.07
4 random 0.4 8983 9.89 0.04
4 randomEdge 0.4 349584 14.530000000000001 0.05
4 randomWalk 0.4 18908 32.51 9.46
4 random 0.5 42593 12.15 0.04
4 randomEdge 0.5 684484 14.18 0.04
4 randomWalk 0.5 32500 27.6 9.950000000000001
4 random 0.6 154176 13.790000000000001 0.05
4 randomEdge 0.6 1181078 14.51 0.05
4 randomWalk 0.6 46572 38.6 9.05
4 random 0.7 446334 15.68 0.03
4 randomEdge 0.7 1876073 15.4 0.04
4 randomWalk 0.7 68977 25.97 8.2
4 random 0.8 1144613 17.84 0.05
4 randomEdge 0.8 2796673 18.81 0.04
4 randomWalk 0.8 82897 36.04 8.92
4 random 0.9 2607012 21.21 0.06
4 randomEdge 0.9 3975912 22.88 0.04
4 randomWalk 0.9 103383 43.26 9.6
Error occurred
5 randomEdge 0.1 5554 8.120000000000001 0.04
5 randomWalk 0.1 685 6.19 6.92
5 random 0.2 69 7.74 0.05
5 randomEdge 0.2 44752 9.24 0.06
5 randomWalk 0.2 5222 8.15 7.2700000000000005
5 random 0.3 1179 8.68 0.05
5 randomEdge 0.3 151259 9.36 0.05
5 randomWalk 0.3 9815 9.59 6.79
5 random 0.4 9232 8.81 0.04
5 randomEdge 0.4 357353 10.94 0.04
5 randomWalk 0.4 23349 16.080000000000002 7.46
5 random 0.5 43669 9.76 0.04
5 randomEdge 0.5 695157 10.97 0.04
5 randomWalk 0.5 36965 14.6 7.8500000000000005
5 random 0.6 157609 10.83 0.06
5 randomEdge 0.6 1199277 11.41 0.05
5 randomWalk 0.6 48792 16.09 7.09
5 random 0.7 463458 11.370000000000001 0.05
5 randomEdge 0.7 1906495 12.68 0.04
5 randomWalk 0.7 62311 20.990000000000002 7.33
5 random 0.8 1161438 11.77 0.05
5 randomEdge 0.8 2840576 13.27 0.06
5 randomWalk 0.8 89412 17.09 7.12
5 random 0.9 2657658 14.530000000000001 0.05
5 randomEdge 0.9 4038549 13.51 0.04
5 randomWalk 0.9 109890 18.650000000000002 7.42
Error occurred
6 randomEdge 0.1 5522 13.0 0.03
6 randomWalk 0.1 808 26.7 11.43
Error occurred
6 randomEdge 0.2 44626 15.96 0.04
6 randomWalk 0.2 5030 59.54 11.1
6 random 0.3 1250 13.4 0.06
6 randomEdge 0.3 149522 19.2 0.04
6 randomWalk 0.3 11328 76.74 11.16
6 random 0.4 9281 15.5 0.03
6 randomEdge 0.4 355643 20.990000000000002 0.03
6 randomWalk 0.4 21584 93.45 13.620000000000001
6 random 0.5 43511 17.59 0.04
6 randomEdge 0.5 693959 24.67 0.03
6 randomWalk 0.5 34806 116.34 12.07
6 random 0.6 154860 21.3 0.04
6 randomEdge 0.6 1197911 27.93 0.06
6 randomWalk 0.6 50138 133.06 12.33
6 random 0.7 455988 25.07 0.04
6 randomEdge 0.7 1899807 30.87 0.03
6 randomWalk 0.7 69554 164.44 12.19
6 random 0.8 1165290 30.560000000000002 0.04
6 randomEdge 0.8 2832962 34.63 0.08
6 randomWalk 0.8 85484 173.03 12.58
6 random 0.9 2638355 36.26 0.04
6 randomEdge 0.9 4029086 39.33 0.04
6 randomWalk 0.9 117437 187.33 12.1
Error occurred
7 randomEdge 0.1 5429 13.370000000000001 0.03
7 randomWalk 0.1 1064 34.93 10.96
Error occurred
7 randomEdge 0.2 43998 16.43 0.03
7 randomWalk 0.2 4142 44.34 12.540000000000001
7 random 0.3 1188 13.55 0.04
7 randomEdge 0.3 148203 18.45 0.03
7 randomWalk 0.3 11032 79.14 11.11
7 random 0.4 9087 15.17 0.04
7 randomEdge 0.4 351151 21.400000000000002 0.03
7 randomWalk 0.4 20297 97.02 12.01
7 random 0.5 42989 17.740000000000002 0.04
7 randomEdge 0.5 684482 26.240000000000002 0.04
7 randomWalk 0.5 34156 110.14 12.13
7 random 0.6 153461 21.06 0.03
7 randomEdge 0.6 1181521 28.5 0.06
7 randomWalk 0.6 49666 99.16 12.06
7 random 0.7 451205 24.14 0.08
7 randomEdge 0.7 1880097 30.92 0.03
7 randomWalk 0.7 63099 156.85 12.56
7 random 0.8 1149884 28.97 0.03
7 randomEdge 0.8 2796359 34.62 0.09
7 randomWalk 0.8 81415 184.69 10.93
7 random 0.9 2615119 37.550000000000004 0.03
7 randomEdge 0.9 3986682 39.63 0.04
7 randomWalk 0.9 108857 185.46 12.17
Error occurred
8 randomEdge 0.1 5615 20.28 0.03
8 randomWalk 0.1 941 54.17 13.13
Error occurred
8 randomEdge 0.2 44574 25.52 0.04
8 randomWalk 0.2 4698 96.76 13.46
8 random 0.3 1281 15.120000000000001 0.04
8 randomEdge 0.3 150874 32.12 0.04
8 randomWalk 0.3 11021 146.53 14.82
8 random 0.4 9329 24.09 0.04
8 randomEdge 0.4 359086 26.3 0.08
8 randomWalk 0.4 21644 181.43 14.91
8 random 0.5 43842 29.18 0.04
8 randomEdge 0.5 699111 32.26 0.04
8 randomWalk 0.5 33055 220.44 14.44
8 random 0.6 157090 25.5 0.05
8 randomEdge 0.6 1204090 35.92 0.04
8 randomWalk 0.6 50524 272.11 15.450000000000001
8 random 0.7 458534 31.400000000000002 0.04
8 randomEdge 0.7 1915215 41.58 0.06
8 randomWalk 0.7 68579 291.27 13.98
Error occurred
Error occurred
Error occurred
9 randomEdge 0.1 5508 10.44 0.04
9 randomWalk 0.1 607 9.15 8.36
Error occurred
9 randomEdge 0.2 44402 11.36 0.04
9 randomWalk 0.2 4291 22.400000000000002 9.01
9 random 0.3 1190 10.08 0.04
9 randomEdge 0.3 148862 11.14 0.04
9 randomWalk 0.3 10062 20.36 9.24
9 random 0.4 8828 10.01 0.04
9 randomEdge 0.4 350636 13.94 0.03
9 randomWalk 0.4 19719 22.7 8.05
9 random 0.5 43188 10.41 0.04
9 randomEdge 0.5 685096 13.39 0.04
9 randomWalk 0.5 31604 20.650000000000002 8.26
9 random 0.6 152873 11.71 0.04
9 randomEdge 0.6 1186798 14.540000000000001 0.04
9 randomWalk 0.6 54138 26.71 8.620000000000001
9 random 0.7 451861 13.280000000000001 0.04
9 randomEdge 0.7 1878525 16.52 0.04
9 randomWalk 0.7 67936 28.18 8.39
9 random 0.8 1146011 14.74 0.04
9 randomEdge 0.8 2805282 16.63 0.05
9 randomWalk 0.8 88233 37.51 8.34
9 random 0.9 2624565 16.77 0.04
9 randomEdge 0.9 3984846 17.63 0.04
9 randomWalk 0.9 106337 36.43 8.370000000000001
Error occurred
10 randomEdge 0.1 5581 11.06 0.04
10 randomWalk 0.1 1060 18.05 8.91
Error occurred
10 randomEdge 0.2 45187 11.19 0.04
10 randomWalk 0.2 5121 21.62 8.63
10 random 0.3 1155 11.23 0.04
10 randomEdge 0.3 151565 14.4 0.04
10 randomWalk 0.3 11576 26.96 8.93
10 random 0.4 9244 12.09 0.03
10 randomEdge 0.4 357552 16.56 0.04
10 randomWalk 0.4 17609 28.07 9.120000000000001
10 random 0.5 44016 13.68 0.04
10 randomEdge 0.5 697554 17.3 0.05
10 randomWalk 0.5 30350 39.95 8.9
10 random 0.6 156209 14.47 0.04
10 randomEdge 0.6 1206430 18.79 0.05
10 randomWalk 0.6 45406 38.12 9.94
10 random 0.7 460040 15.42 0.04
10 randomEdge 0.7 1911614 20.8 0.04
10 randomWalk 0.7 68750 53.72 9.19
10 random 0.8 1177188 19.51 0.04
10 randomEdge 0.8 2857575 22.89 0.04
10 randomWalk 0.8 78616 41.9 9.700000000000001
10 random 0.9 2665807 23.52 0.03
